element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
122,173,4,6,True,2024-12-27T19:30:00Z,0,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,27,14.4,7.3,0.0,2.2,1,0.00,0.03,0.03,0.93,51,-21571,217056,7946,29517
122,181,2,0,False,2024-12-30T19:45:00Z,2,2,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,51,-16029,202239,5355,21384
122,193,1,2,True,2025-01-04T17:30:00Z,1,1,20,False,90,0,0,0,1,0,0,0,0,0,0,0,11,12.6,2.8,11.0,2.6,1,0.01,0.01,0.02,0.88,51,-49516,152373,1890,51406
122,204,10,9,False,2025-01-16T19:30:00Z,0,2,21,False,90,0,0,1,0,0,0,0,0,0,0,3,33,17.6,21.3,5.0,4.4,1,0.05,0.09,0.14,0.29,50,7645,165609,20398,12753
122,217,14,2,False,2025-01-19T14:00:00Z,1,3,22,False,83,0,0,0,1,0,0,0,0,0,0,0,10,12.0,2.5,0.0,1.5,1,0.00,0.00,0.00,1.41,50,-5016,158904,6891,11907
123,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,9342,0,0
123,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-958,10259,747,1705
123,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,80,11380,1956,1876
123,33,10,1,True,2024-09-14T14:00:00Z,0,0,4,False,5,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0,0.06,0.00,0.06,0.00,55,3690,17654,6554,2864
123,42,16,1,True,2024-09-22T13:00:00Z,2,2,5,False,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,5.0,0.5,0,0.05,0.00,0.05,0.00,55,4577,23668,6831,2254
123,54,6,1,False,2024-09-28T14:00:00Z,4,2,6,False,9,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.6,0.0,0.1,0,0.00,0.00,0.00,0.07,55,3161,27725,7707,4546
123,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,3329,32140,7907,4578
123,76,15,1,False,2024-10-19T14:00:00Z,0,1,8,False,59,0,0,0,0,0,0,0,0,0,0,0,3,8.2,0.5,0.0,0.9,1,0.00,0.00,0.00,1.08,55,296,33294,4486,4190
123,84,20,7,True,2024-10-26T14:00:00Z,2,2,9,False,17,1,0,0,2,0,0,0,0,0,0,2,29,32.0,1.1,17.0,5.0,0,0.08,0.00,0.08,0.72,55,2964,37103,5743,2779
123,94,12,1,False,2024-11-02T15:00:00Z,2,1,10,False,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,69,37644,4576,4507
123,102,13,0,True,2024-11-09T17:30:00Z,2,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-2180,35884,2214,4394
123,113,3,1,False,2024-11-23T15:00:00Z,1,2,12,False,4,0,0,0,1,0,0,0,0,0,0,0,3,7.0,0.3,0.0,0.7,0,0.00,0.00,0.00,0.51,55,-1653,34887,2435,4088
123,122,17,1,True,2024-11-29T20:00:00Z,1,1,13,False,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.05,55,-1211,34037,1673,2884
123,135,9,1,False,2024-12-05T19:30:00Z,3,1,14,False,10,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.2,1.0,0.0,0,0.06,0.00,0.06,0.03,55,-1211,33107,1353,2564
123,147,11,2,False,2024-12-08T14:00:00Z,2,2,15,False,69,0,0,1,0,0,0,0,0,0,0,0,10,7.2,10.7,23.0,4.1,1,0.14,0.18,0.32,0.32,55,-567,32875,1545,2112
123,153,7,1,True,2024-12-15T14:00:00Z,1,3,16,False,18,0,0,0,1,0,0,0,0,0,0,0,3,2.0,10.8,4.0,1.7,0,0.00,0.09,0.09,1.01,55,382,33790,2665,2283
123,170,19,1,False,2024-12-21T15:00:00Z,1,1,17,False,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,10.3,6.0,1.6,0,0.18,0.12,0.30,0.53,55,-29,34046,2207,2236
123,173,4,0,True,2024-12-27T19:30:00Z,0,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-407,33956,2582,2989
123,181,2,0,False,2024-12-30T19:45:00Z,2,2,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-796,33322,1610,2406
123,193,1,0,True,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-3667,29732,544,4211
123,204,10,0,False,2025-01-16T19:30:00Z,0,2,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-3461,26347,66,3527
123,217,14,0,False,2025-01-19T14:00:00Z,1,3,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-989,25491,66,1055
126,3,8,3,False,2024-08-17T14:00:00Z,0,3,1,False,90,0,0,1,0,0,0,0,0,0,0,0,14,11.8,6.1,2.0,2.0,1,0.00,0.01,0.01,0.45,50,0,2263,0,0
126,13,14,2,True,2024-08-24T11:30:00Z,2,1,2,False,90,0,0,0,1,0,0,0,0,0,0,0,13,5.0,12.8,4.0,2.2,1,0.00,0.19,0.19,1.43,50,309,3821,757,448
126,21,1,2,False,2024-08-31T11:30:00Z,1,1,3,False,90,0,0,0,1,0,0,0,0,0,0,0,13,12.6,18.3,25.0,5.6,1,0.20,0.14,0.34,2.08,50,86,4326,903,817
126,33,10,2,True,2024-09-14T14:00:00Z,0,0,4,False,66,0,0,1,0,0,0,0,1,0,0,0,10,11.4,20.1,0.0,3.2,1,0.00,0.11,0.11,0.21,50,1554,6543,2785,1231
126,42,16,10,True,2024-09-22T13:00:00Z,2,2,5,False,90,1,0,0,2,0,0,0,0,0,0,3,36,40.6,26.6,17.0,8.4,1,0.12,0.15,0.27,1.53,50,-142,6434,502,644
126,54,6,2,False,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,4,0,0,0,0,0,0,0,6,0.8,14.0,2.0,1.7,1,0.00,0.02,0.02,4.16,50,7443,14917,9431,1988
126,64,18,2,True,2024-10-06T15:30:00Z,3,2,7,False,90,0,0,0,2,0,0,0,0,0,0,0,6,2.2,3.5,4.0,1.0,1,0.06,0.01,0.07,1.37,50,1710,16830,4492,2782
126,76,15,2,False,2024-10-19T14:00:00Z,0,1,8,False,90,0,0,1,0,0,0,0,1,0,0,0,12,17.4,3.4,5.0,2.6,1,0.01,0.03,0.04,2.02,50,295,17300,2232,1937
126,84,20,0,True,2024-10-26T14:00:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,52,17530,1585,1533
126,94,12,2,False,2024-11-02T15:00:00Z,2,1,10,False,87,0,0,0,2,0,0,0,0,0,0,0,16,6.8,5.0,0.0,1.2,1,0.00,0.02,0.02,1.65,50,-3282,14170,275,3557
126,102,13,1,True,2024-11-09T17:30:00Z,2,1,11,False,56,0,0,0,1,0,0,0,0,0,0,0,3,8.4,1.5,17.0,2.7,1,0.35,0.00,0.35,1.95,50,-1411,12929,260,1671
126,113,3,0,False,2024-11-23T15:00:00Z,1,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1854,11095,114,1968
126,122,17,0,True,2024-11-29T20:00:00Z,1,1,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1407,9727,41,1448
126,135,9,0,False,2024-12-05T19:30:00Z,3,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1280,8486,9,1289
126,147,11,0,False,2024-12-08T14:00:00Z,2,2,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-847,7640,16,863
126,153,7,0,True,2024-12-15T14:00:00Z,1,3,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-701,6968,15,716
126,170,19,0,False,2024-12-21T15:00:00Z,1,1,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-384,6590,30,414
126,173,4,0,True,2024-12-27T19:30:00Z,0,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-416,6173,3,419
126,181,2,0,False,2024-12-30T19:45:00Z,2,2,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-268,5920,6,274
126,193,1,0,True,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-222,5697,9,231
126,204,10,0,False,2025-01-16T19:30:00Z,0,2,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-153,5552,16,169
126,217,14,0,False,2025-01-19T14:00:00Z,1,3,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-96,5457,3,99
128,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,9855,0,0
128,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1351,10586,322,1673
128,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1166,10160,433,1599
128,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-170,10550,1081,1251
128,42,16,0,True,2024-09-22T13:00:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-416,10282,274,690
128,54,6,1,False,2024-09-28T14:00:00Z,4,2,6,False,33,0,0,0,0,0,0,0,0,0,0,0,11,6.2,1.8,0.0,0.8,0,0.00,0.01,0.01,0.31,44,-453,9992,324,777
128,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,81,0,0,0,2,0,0,0,1,0,0,0,2,7.8,1.3,0.0,0.9,0,0.00,0.01,0.01,1.27,44,-276,9846,244,520
128,76,15,6,False,2024-10-19T14:00:00Z,0,1,8,False,90,0,0,1,0,0,0,0,0,0,0,0,26,14.8,0.5,4.0,1.9,1,0.05,0.00,0.05,2.02,44,-197,9806,242,439
128,84,20,0,True,2024-10-26T14:00:00Z,2,2,9,False,90,0,0,0,2,0,0,0,1,0,0,0,7,27.6,4.2,0.0,3.2,1,0.00,0.02,0.02,1.36,44,1035,11119,1308,273
128,94,12,1,False,2024-11-02T15:00:00Z,2,1,10,False,90,0,0,0,2,0,0,0,0,0,0,0,7,13.8,1.2,0.0,1.5,1,0.00,0.01,0.01,1.65,44,-399,10716,423,822
128,102,13,1,True,2024-11-09T17:30:00Z,2,1,11,False,90,0,0,0,1,0,0,0,1,0,0,0,10,17.0,0.6,0.0,1.8,1,0.00,0.00,0.00,2.22,44,-246,10562,291,537
128,113,3,2,False,2024-11-23T15:00:00Z,1,2,12,False,90,0,0,0,1,0,0,0,0,0,0,0,12,26.0,0.6,0.0,2.7,1,0.00,0.00,0.00,1.63,44,1180,12035,1669,489
128,122,17,2,True,2024-11-29T20:00:00Z,1,1,13,False,90,0,0,0,1,0,0,0,0,0,0,0,14,26.4,19.3,0.0,4.6,1,0.00,0.15,0.15,1.01,44,2527,14839,3121,594
128,135,9,1,False,2024-12-05T19:30:00Z,3,1,14,False,90,0,0,0,3,0,0,0,0,0,0,0,5,17.0,7.8,0.0,2.5,1,0.00,0.02,0.02,0.66,44,429,15242,1129,700
128,147,11,1,False,2024-12-08T14:00:00Z,2,2,15,False,1,0,0,0,1,0,0,0,0,0,0,0,-3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.64,44,488,15822,1147,659
128,153,7,0,True,2024-12-15T14:00:00Z,1,3,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-613,15276,478,1091
128,170,19,0,False,2024-12-21T15:00:00Z,1,1,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1118,14217,235,1353
128,173,4,0,True,2024-12-27T19:30:00Z,0,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1199,13049,108,1307
128,181,2,0,False,2024-12-30T19:45:00Z,2,2,19,False,90,0,0,0,2,0,0,0,1,0,0,0,2,13.6,0.8,0.0,1.4,1,0.00,0.00,0.00,1.78,44,-873,12266,104,977
128,193,1,2,True,2025-01-04T17:30:00Z,1,1,20,False,65,0,0,0,1,0,0,0,0,0,0,0,10,12.0,2.4,0.0,1.4,1,0.00,0.01,0.01,0.71,44,-759,11568,140,899
128,204,10,0,False,2025-01-16T19:30:00Z,0,2,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1229,10348,57,1286
128,217,14,0,False,2025-01-19T14:00:00Z,1,3,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-630,9762,31,661
129,3,8,2,False,2024-08-17T14:00:00Z,0,3,1,False,81,0,0,1,0,0,0,0,0,0,0,0,9,5.0,10.8,7.0,2.3,1,0.03,0.02,0.05,0.45,55,0,1623770,0,0
129,13,14,8,True,2024-08-24T11:30:00Z,2,1,2,False,90,1,0,0,1,0,0,0,0,0,0,2,36,45.6,16.4,53.0,11.5,1,0.53,0.12,0.65,1.43,55,-60621,1655021,94118,154739
129,21,1,8,False,2024-08-31T11:30:00Z,1,1,3,False,90,1,0,0,1,0,0,0,1,0,0,3,39,46.8,22.4,33.0,10.2,1,0.32,0.12,0.44,2.08,56,395352,2133335,570736,175384
129,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,57,1191366,3431592,1305135,113769
129,42,16,1,True,2024-09-22T13:00:00Z,2,2,5,False,19,0,0,0,0,0,0,0,0,0,0,0,3,1.4,1.0,4.0,0.6,0,0.02,0.00,0.02,0.00,57,-437896,2945572,79128,517024
129,54,6,0,False,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,56,-976412,1975032,60021,1036433
129,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-681874,1303422,3606,685480
129,76,15,0,False,2024-10-19T14:00:00Z,0,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-358231,955786,1269,359500
129,84,20,0,True,2024-10-26T14:00:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-156717,801785,664,157381
129,94,12,0,False,2024-11-02T15:00:00Z,2,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-98781,706324,5256,104037
129,102,13,11,True,2024-11-09T17:30:00Z,2,1,11,False,25,1,1,0,0,0,0,0,0,0,0,3,38,52.4,15.3,23.0,9.1,0,0.53,0.36,0.89,0.19,54,-38362,669482,8991,47353
129,113,3,12,False,2024-11-23T15:00:00Z,1,2,12,False,63,1,1,1,0,0,0,0,0,0,0,3,50,55.6,26.8,39.0,12.1,1,0.29,0.59,0.88,0.73,55,341081,1027542,360548,19467
129,122,17,2,True,2024-11-29T20:00:00Z,1,1,13,False,71,0,0,0,1,0,0,0,0,0,0,0,12,7.6,12.7,30.0,5.0,1,0.10,0.04,0.14,0.96,57,834179,1885069,843750,9571
129,135,9,5,False,2024-12-05T19:30:00Z,3,1,14,False,79,0,1,0,2,0,0,0,0,0,0,0,20,22.6,12.7,30.0,6.5,1,0.32,0.02,0.34,0.63,58,181925,2050720,237465,55540
129,147,11,2,False,2024-12-08T14:00:00Z,2,2,15,False,70,0,0,1,0,0,0,0,0,0,0,0,7,1.6,11.8,12.0,2.5,1,0.27,0.01,0.28,0.32,59,299940,2360485,336505,36565
129,153,7,2,True,2024-12-15T14:00:00Z,1,3,16,False,90,0,0,0,3,0,0,0,0,0,0,0,13,6.6,39.1,18.0,6.4,1,0.10,0.18,0.28,2.31,59,82913,2443963,166776,83863
129,170,19,2,False,2024-12-21T15:00:00Z,1,1,17,False,90,0,0,0,1,0,0,0,0,0,0,0,4,6.6,27.3,20.0,5.4,1,0.00,0.16,0.16,1.31,59,-26115,2417422,126332,152447
129,173,4,2,True,2024-12-27T19:30:00Z,0,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,11,7.0,14.7,20.0,4.2,1,0.12,0.08,0.20,0.93,58,-305081,2113044,74695,379776
129,181,2,9,False,2024-12-30T19:45:00Z,2,2,19,False,90,0,2,0,2,0,0,0,0,0,0,1,28,35.0,34.9,24.0,9.4,1,0.18,0.12,0.30,1.78,57,-247410,1871154,54548,301958
129,193,1,9,True,2025-01-04T17:30:00Z,1,1,20,False,90,1,0,0,1,0,0,0,0,0,0,3,38,37.4,2.7,27.0,6.7,1,0.79,0.03,0.82,0.88,57,-120359,1756601,96439,216798
129,204,10,1,False,2025-01-16T19:30:00Z,0,2,21,False,77,0,0,1,0,0,0,0,1,0,0,0,4,6.0,4.8,43.0,5.4,1,0.18,0.07,0.25,0.29,57,53198,1820028,199906,146708
129,217,14,2,False,2025-01-19T14:00:00Z,1,3,22,False,90,0,0,0,1,0,0,0,0,0,0,0,5,3.0,3.4,10.0,1.6,1,0.00,0.01,0.01,1.48,56,-134905,1683472,47505,182410
131,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,21842,0,0
131,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5362,16809,109,5471
131,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-820,17660,1321,2141
131,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-135,18995,2020,2155
131,42,16,0,True,2024-09-22T13:00:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-439,19145,1024,1463
131,54,6,0,False,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1045,18497,650,1695
131,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-771,18176,597,1368
131,76,15,0,False,2024-10-19T14:00:00Z,0,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-469,18154,488,957
131,84,20,3,True,2024-10-26T14:00:00Z,2,2,9,False,10,0,1,0,2,0,0,0,0,0,0,0,5,22.2,10.4,0.0,3.3,0,0.00,0.03,0.03,0.53,44,-398,17951,284,682
131,94,12,0,False,2024-11-02T15:00:00Z,2,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,791,18993,1417,626
131,102,13,0,True,2024-11-09T17:30:00Z,2,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-316,18807,639,955
131,113,3,0,False,2024-11-23T15:00:00Z,1,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-893,17962,391,1284
131,122,17,5,True,2024-11-29T20:00:00Z,1,1,13,False,71,0,1,0,1,0,0,0,0,0,0,0,19,25.2,15.5,0.0,4.1,1,0.00,0.09,0.09,0.96,44,-674,17355,179,853
131,135,9,0,False,2024-12-05T19:30:00Z,3,1,14,False,18,0,0,0,2,0,0,0,0,0,0,0,-4,2.6,0.5,0.0,0.3,0,0.00,0.00,0.00,0.03,44,4669,22596,5209,540
131,147,11,8,False,2024-12-08T14:00:00Z,2,2,15,False,90,1,0,0,2,0,0,0,0,0,0,1,25,47.4,17.8,9.0,7.4,1,0.02,0.06,0.08,1.31,44,664,23192,1796,1132
131,153,7,0,True,2024-12-15T14:00:00Z,1,3,16,False,45,0,0,0,2,0,0,0,0,0,0,0,-6,0.4,0.9,1.0,0.2,1,0.08,0.01,0.09,1.25,44,32617,57833,33806,1189
131,170,19,1,False,2024-12-21T15:00:00Z,1,1,17,False,23,0,0,0,0,0,0,0,0,0,0,0,3,3.2,1.5,0.0,0.5,0,0.00,0.01,0.01,0.72,44,493,57425,5903,5410
131,173,4,0,True,2024-12-27T19:30:00Z,0,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-5150,52242,1811,6961
131,181,2,7,False,2024-12-30T19:45:00Z,2,2,19,False,90,1,0,0,2,0,0,0,0,0,0,0,13,37.6,1.7,21.0,6.0,1,0.15,0.01,0.16,1.78,44,-6246,46182,825,7071
131,193,1,0,True,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,383,47125,5336,4953
131,204,10,0,False,2025-01-16T19:30:00Z,0,2,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-3125,44226,3071,6196
131,217,14,1,False,2025-01-19T14:00:00Z,1,3,22,False,6,0,0,0,0,0,0,0,0,0,0,0,3,5.4,0.0,0.0,0.5,0,0.00,0.00,0.00,0.07,44,-4206,40092,416,4622
132,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,0,612,0,0
132,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-103,602,61,164
132,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-43,595,77,120
132,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-44,588,114,158
132,42,16,0,True,2024-09-22T13:00:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-3,603,72,75
132,54,6,0,False,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-12,600,71,83
132,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-3,608,66,69
132,76,15,0,False,2024-10-19T14:00:00Z,0,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-9,619,58,67
132,84,20,0,True,2024-10-26T14:00:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,20,648,56,36
132,94,12,0,False,2024-11-02T15:00:00Z,2,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-23,645,37,60
132,102,13,0,True,2024-11-09T17:30:00Z,2,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-14,635,29,43
132,113,3,0,False,2024-11-23T15:00:00Z,1,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,22,684,58,36
132,122,17,0,True,2024-11-29T20:00:00Z,1,1,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,2,695,42,40
132,135,9,0,False,2024-12-05T19:30:00Z,3,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-13,683,40,53
